sample_id,patient_id,tissue_type,fastqscreen_id,Human,rRNA,ERCC,Mouse,EColi,Virus,Yeast,Vector,Mitoch,Multiple Genomes,No hits,fastqc_id,GC_fastqc,dup_fastqc,avg_sequence_length,total_reads_fastq_M,qualimap_bamqc_id,avg_gc,median_insert_size,qualimap_RNAseq_qc_id,mean_coverage,percentage_aligned,mapped_reads,total_reads_bam,general_error_rate,5_3_bias,reads_aligned,genomic_origin_id,Exonic,Intronic,Intergenic
FUSCCTNBC001_TT,FUSCCTNBC001,tumor,FUSCCTNBC001_R1_screen,60562,528,68,18,1,0,0,0,0,38423,400,FUSCCTNBC001_R1,49,47.60854313,133.7167038,38.589858,FUSCCTNBC001.percent_bamqc,55.62558485,208,FUSCCTNBC001.percent,16.0193,99.2238121,15561456,15683187,0.01,1.03,3749429,FUSCCTNBC001.percent,2717419,2721798,243965
FUSCCTNBC001_TT,FUSCCTNBC001,tumor,FUSCCTNBC001_R2_screen,60769,538,68,61,1,0,1,0,0,37822,740,FUSCCTNBC001_R2,50,53.00828247,133.717407,38.589858,FUSCCTNBC001.percent_bamqc,55.62558485,208,FUSCCTNBC001.percent,16.0193,99.2238121,15561456,15683187,0.01,1.03,3749429,FUSCCTNBC001.percent,2717419,2721798,243965
FUSCCTNBC003_PT,FUSCCTNBC003,normal,FUSCCTNBC003_PT_R1_screen,68353,725,477,44,184,2,0,0,0,28305,1910,FUSCCTNBC003_PT_R1,47,60.58814812,141.6528048,30.740922,FUSCCTNBC003.percent_bamqc,53.55279856,241,FUSCCTNBC003.percent,4.0023,98.38419264,6256909,6359669,0.01,1.05,1919834,FUSCCTNBC003.percent,1344567,1687134,157828
FUSCCTNBC003_PT,FUSCCTNBC003,normal,FUSCCTNBC003_PT_R2_screen,68186,680,475,49,142,34,0,0,0,28385,2049,FUSCCTNBC003_PT_R2,48,63.01548972,141.6515967,30.740922,FUSCCTNBC003.percent_bamqc,53.55279856,241,FUSCCTNBC003.percent,4.0023,98.38419264,6256909,6359669,0.01,1.05,1919834,FUSCCTNBC003.percent,1344567,1687134,157828
FUSCCTNBC003_TT,FUSCCTNBC003,tumor,FUSCCTNBC003_R1_screen,69198,301,930,10,23,0,0,0,0,28608,930,FUSCCTNBC003_R1,47,61.50516347,145.5194096,20.020888,FUSCCTNBC003_PT.percent_bamqc,55.15495165,227,FUSCCTNBC003_PT.percent,7.7275,97.95286844,11071073,11302449,0.01,1,2906423,FUSCCTNBC003_PT.percent,1715420,2771843,264723
FUSCCTNBC003_TT,FUSCCTNBC003,tumor,FUSCCTNBC003_R2_screen,69232,290,933,16,10,30,0,0,0,28379,1110,FUSCCTNBC003_R2,47,63.44079176,145.5148317,20.020888,FUSCCTNBC003_PT.percent_bamqc,55.15495165,227,FUSCCTNBC003_PT.percent,7.7275,97.95286844,11071073,11302449,0.01,1,2906423,FUSCCTNBC003_PT.percent,1715420,2771843,264723
FUSCCTNBC004_TT,FUSCCTNBC004,tumor,FUSCCTNBC004_R1_screen,52909,2436,392,21,0,0,1,0,0,42661,1580,FUSCCTNBC004_R1,52,44.82030316,133.3543363,30.124758,FUSCCTNBC004.percent_bamqc,59.71184193,215,FUSCCTNBC004.percent,12.3038,99.34236846,16838298,16949765,0.01,1.02,2933379,FUSCCTNBC004.percent,1743146,1884945,267582
FUSCCTNBC004_TT,FUSCCTNBC004,tumor,FUSCCTNBC004_R2_screen,52933,2349,390,80,1,0,0,0,0,42117,2130,FUSCCTNBC004_R2,52,47.56363955,133.3569427,30.124758,FUSCCTNBC004.percent_bamqc,59.71184193,215,FUSCCTNBC004.percent,12.3038,99.34236846,16838298,16949765,0.01,1.02,2933379,FUSCCTNBC004.percent,1743146,1884945,267582
FUSCCTNBC005_PT,FUSCCTNBC005,normal,FUSCCTNBC005_PT_R1_screen,72597,1028,880,12,1,0,0,0,0,25052,430,FUSCCTNBC005_PT_R1,48,64.41591472,139.1547528,23.026539,FUSCCTNBC005.percent_bamqc,56.56947946,224,FUSCCTNBC005.percent,16.2057,99.40295773,26039733,26196135,0.01,1.05,4597516,FUSCCTNBC005.percent,2318370,3355197,473743
FUSCCTNBC005_PT,FUSCCTNBC005,normal,FUSCCTNBC005_PT_R2_screen,72373,980,882,10,1,0,0,0,0,25294,460,FUSCCTNBC005_PT_R2,48,68.21466861,139.1545833,23.026539,FUSCCTNBC005.percent_bamqc,56.56947946,224,FUSCCTNBC005.percent,16.2057,99.40295773,26039733,26196135,0.01,1.05,4597516,FUSCCTNBC005.percent,2318370,3355197,473743
FUSCCTNBC005_TT,FUSCCTNBC005,tumor,FUSCCTNBC005_R1_screen,56277,333,115,11,1,0,0,0,0,42943,320,FUSCCTNBC005_R1,49,43.48120651,138.3656272,47.276013,FUSCCTNBC005_PT.percent_bamqc,56.23760902,221,FUSCCTNBC005_PT.percent,3.861,98.69769429,8466153,8577863,0.02,1.05,2218287,FUSCCTNBC005_PT.percent,1214751,2287629,230534
FUSCCTNBC005_TT,FUSCCTNBC005,tumor,FUSCCTNBC005_R2_screen,56051,323,116,22,1,0,0,0,0,43147,340,FUSCCTNBC005_R2,50,48.31142688,138.3664053,47.276013,FUSCCTNBC005_PT.percent_bamqc,56.23760902,221,FUSCCTNBC005_PT.percent,3.861,98.69769429,8466153,8577863,0.02,1.05,2218287,FUSCCTNBC005_PT.percent,1214751,2287629,230534
FUSCCTNBC006_TT,FUSCCTNBC006,tumor,FUSCCTNBC006_rep_R1_screen,32761,1254,134,62,6,0,1,0,0,64182,1600,FUSCCTNBC006_rep_R1,55,24.98902895,145.3337509,43.074335,FUSCCTNBC006_rep.percent_bamqc,60.52162194,214,FUSCCTNBC006_rep.percent,29.5969,99.61960802,27153201,27256884,0.01,1.1,4202467,FUSCCTNBC006_rep.percent,1526627,1698252,370746
FUSCCTNBC006_TT,FUSCCTNBC006,tumor,FUSCCTNBC006_rep_R2_screen,33124,1201,134,52,3,0,1,0,0,63785,1700,FUSCCTNBC006_rep_R2,56,26.63235848,145.3355721,43.074335,FUSCCTNBC006_rep.percent_bamqc,60.52162194,214,FUSCCTNBC006_rep.percent,29.5969,99.61960802,27153201,27256884,0.01,1.1,4202467,FUSCCTNBC006_rep.percent,1526627,1698252,370746
FUSCCTNBC007_TT,FUSCCTNBC007,tumor,FUSCCTNBC007_R1_screen,64055,1853,284,23,2,0,0,0,0,33053,730,FUSCCTNBC007_R1,51,44.08712041,136.3611001,32.931367,FUSCCTNBC007.percent_bamqc,60.91508465,203,FUSCCTNBC007.percent,6.5222,99.11094593,13045953,13162979,0.01,1.07,3209714,FUSCCTNBC007.percent,2516565,2284881,302385
FUSCCTNBC007_TT,FUSCCTNBC007,tumor,FUSCCTNBC007_R2_screen,63976,2483,287,63,2,0,0,0,0,32020,1169,FUSCCTNBC007_R2,51,49.16769308,136.3700299,32.931367,FUSCCTNBC007.percent_bamqc,60.91508465,203,FUSCCTNBC007.percent,6.5222,99.11094593,13045953,13162979,0.01,1.07,3209714,FUSCCTNBC007.percent,2516565,2284881,302385
FUSCCTNBC008_PT,FUSCCTNBC008,normal,FUSCCTNBC008_PT_rep_R1_screen,78032,398,208,7,1,0,0,0,0,20894,460,FUSCCTNBC008_PT_rep_R1,45,66.34015782,140.6770465,39.961371,FUSCCTNBC008.percent_bamqc,55.73072155,227,FUSCCTNBC008.percent,9.7503,99.09317585,16889429,17043988,0.01,1.06,3988410,FUSCCTNBC008.percent,2597579,3139072,339301
FUSCCTNBC008_PT,FUSCCTNBC008,normal,FUSCCTNBC008_PT_rep_R2_screen,78103,411,212,10,1,0,0,0,0,20723,540,FUSCCTNBC008_PT_rep_R2,45,71.79511058,140.6768456,39.961371,FUSCCTNBC008.percent_bamqc,55.73072155,227,FUSCCTNBC008.percent,9.7503,99.09317585,16889429,17043988,0.01,1.06,3988410,FUSCCTNBC008.percent,2597579,3139072,339301
FUSCCTNBC008_TT,FUSCCTNBC008,tumor,FUSCCTNBC008_R1_screen,63016,751,364,11,4,0,0,0,0,35375,479,FUSCCTNBC008_R1,49,51.15759678,140.2235052,41.168405,FUSCCTNBC008_PT_rep.percent_bamqc,50.99397219,224,FUSCCTNBC008_PT_rep.percent,4.7875,98.86669654,11209598,11338093,0.01,1.04,3884092,FUSCCTNBC008_PT_rep.percent,2395614,4199063,384376
FUSCCTNBC008_TT,FUSCCTNBC008,tumor,FUSCCTNBC008_R2_screen,62931,720,367,22,4,0,0,0,0,35436,520,FUSCCTNBC008_R2,49,55.2480525,140.2209586,41.168405,FUSCCTNBC008_PT_rep.percent_bamqc,50.99397219,224,FUSCCTNBC008_PT_rep.percent,4.7875,98.86669654,11209598,11338093,0.01,1.04,3884092,FUSCCTNBC008_PT_rep.percent,2395614,4199063,384376
FUSCCTNBC009_TT,FUSCCTNBC009,tumor,FUSCCTNBC009_R1_screen,65849,859,180,19,22,0,0,0,0,32361,710,FUSCCTNBC009_R1,49,50.99139713,135.2391104,40.390461,FUSCCTNBC009.percent_bamqc,55.96212135,215,FUSCCTNBC009.percent,7.7079,99.25704547,14494286,14602778,0.01,1.03,3956738,FUSCCTNBC009.percent,3018322,2973517,250146
FUSCCTNBC009_TT,FUSCCTNBC009,tumor,FUSCCTNBC009_R2_screen,66010,900,177,47,14,0,0,0,0,31683,1169,FUSCCTNBC009_R2,49,55.54665904,135.2413339,40.390461,FUSCCTNBC009.percent_bamqc,55.96212135,215,FUSCCTNBC009.percent,7.7079,99.25704547,14494286,14602778,0.01,1.03,3956738,FUSCCTNBC009.percent,3018322,2973517,250146
FUSCCTNBC010_TT,FUSCCTNBC010,tumor,FUSCCTNBC010_R1_screen,70278,1114,46,13,15,0,2,0,0,27822,710,FUSCCTNBC010_R1,48,49.3222502,137.477337,39.192523,FUSCCTNBC010.percent_bamqc,57.15390384,202,FUSCCTNBC010.percent,5.6285,99.29068723,14158432,14259577,0.01,1.08,3844399,FUSCCTNBC010.percent,2489807,3460741,438236
FUSCCTNBC010_TT,FUSCCTNBC010,tumor,FUSCCTNBC010_R2_screen,69972,1384,46,32,10,0,2,0,0,27294,1260,FUSCCTNBC010_R2,48,55.21447586,137.4852453,39.192523,FUSCCTNBC010.percent_bamqc,57.15390384,202,FUSCCTNBC010.percent,5.6285,99.29068723,14158432,14259577,0.01,1.08,3844399,FUSCCTNBC010.percent,2489807,3460741,438236
FUSCCTNBC011_PT,FUSCCTNBC011,normal,FUSCCTNBC011_PT_R1_screen,76057,488,894,4,8,0,0,0,0,22209,340,FUSCCTNBC011_PT_R1,45,73.73383168,139.1942232,52.995181,FUSCCTNBC011.percent_bamqc,50.44044078,188,FUSCCTNBC011.percent,21.5114,97.9491955,11882499,12131288,0.01,1.06,4385049,FUSCCTNBC011.percent,3173004,4144621,282850
FUSCCTNBC011_PT,FUSCCTNBC011,normal,FUSCCTNBC011_PT_R2_screen,76336,527,893,7,7,0,0,0,0,21821,409,FUSCCTNBC011_PT_R2,45,75.76758369,139.2004446,52.995181,FUSCCTNBC011.percent_bamqc,50.44044078,188,FUSCCTNBC011.percent,21.5114,97.9491955,11882499,12131288,0.01,1.06,4385049,FUSCCTNBC011.percent,3173004,4144621,282850
FUSCCTNBC011_TT,FUSCCTNBC011,tumor,FUSCCTNBC011_R1_screen,71492,91,106,5,0,0,0,0,0,27776,530,FUSCCTNBC011_R1,46,66.33321866,139.4640889,45.734361,FUSCCTNBC011_PT.percent_bamqc,49.67926828,187,FUSCCTNBC011_PT.percent,13.5955,97.70677091,13349766,13663092,0.01,1.09,5077143,FUSCCTNBC011_PT.percent,3044484,5581398,474513
FUSCCTNBC011_TT,FUSCCTNBC011,tumor,FUSCCTNBC011_R2_screen,71704,97,105,7,1,0,0,0,0,27486,600,FUSCCTNBC011_R2,46,68.803441,139.4701825,45.734361,FUSCCTNBC011_PT.percent_bamqc,49.67926828,187,FUSCCTNBC011_PT.percent,13.5955,97.70677091,13349766,13663092,0.01,1.09,5077143,FUSCCTNBC011_PT.percent,3044484,5581398,474513
FUSCCTNBC012_TT,FUSCCTNBC012,tumor,FUSCCTNBC012_rep_R1_screen,69469,251,18,23,0,1,0,0,0,29539,699,FUSCCTNBC012_rep_R1,47,58.31449174,146.6804949,40.943072,FUSCCTNBC012_rep.percent_bamqc,55.1943731,224,FUSCCTNBC012_rep.percent,9.3581,99.29708067,16528010,16645011,0.01,1.02,3978294,FUSCCTNBC012_rep.percent,2369469,3601208,414717
FUSCCTNBC012_TT,FUSCCTNBC012,tumor,FUSCCTNBC012_rep_R2_screen,69277,252,19,19,0,0,0,0,0,29734,699,FUSCCTNBC012_rep_R2,48,62.88492425,146.6785192,40.943072,FUSCCTNBC012_rep.percent_bamqc,55.1943731,224,FUSCCTNBC012_rep.percent,9.3581,99.29708067,16528010,16645011,0.01,1.02,3978294,FUSCCTNBC012_rep.percent,2369469,3601208,414717
FUSCCTNBC013_PT,FUSCCTNBC013,normal,FUSCCTNBC013_PT_R1_screen,75323,341,1021,25,44,2,0,0,0,22474,770,FUSCCTNBC013_PT_R1,45,74.94055559,139.0254403,42.713846,FUSCCTNBC013.percent_bamqc,46.05438432,189,FUSCCTNBC013.percent,5.2334,97.54207267,10183249,10439853,0.02,1.05,4180662,FUSCCTNBC013.percent,2421044,4739854,497771
FUSCCTNBC013_PT,FUSCCTNBC013,normal,FUSCCTNBC013_PT_R2_screen,75629,371,1022,30,32,0,0,0,0,22056,860,FUSCCTNBC013_PT_R2,45,76.91775764,139.0322881,42.713846,FUSCCTNBC013.percent_bamqc,46.05438432,189,FUSCCTNBC013.percent,5.2334,97.54207267,10183249,10439853,0.02,1.05,4180662,FUSCCTNBC013.percent,2421044,4739854,497771
FUSCCTNBC013_TT,FUSCCTNBC013,tumor,FUSCCTNBC013_R1_screen,79117,67,340,1,1,0,0,0,0,20235,239,FUSCCTNBC013_R1,44,77.05597839,139.8262508,43.737856,FUSCCTNBC013_PT.percent_bamqc,49.73525392,189,FUSCCTNBC013_PT.percent,9.6939,97.39724733,11365726,11669453,0.01,1.05,4063790,FUSCCTNBC013_PT.percent,2340838,4502784,382182
FUSCCTNBC013_TT,FUSCCTNBC013,tumor,FUSCCTNBC013_R2_screen,79453,78,342,4,3,0,0,0,0,19800,320,FUSCCTNBC013_R2,44,78.94808123,139.8327113,43.737856,FUSCCTNBC013_PT.percent_bamqc,49.73525392,189,FUSCCTNBC013_PT.percent,9.6939,97.39724733,11365726,11669453,0.01,1.05,4063790,FUSCCTNBC013_PT.percent,2340838,4502784,382182
FUSCCTNBC015_TT,FUSCCTNBC015,tumor,FUSCCTNBC015_R1_screen,62013,585,69,15,6,0,5,0,0,36937,370,FUSCCTNBC015_R1,49,48.67963631,135.236887,39.071178,FUSCCTNBC015.percent_bamqc,55.67408732,210,FUSCCTNBC015.percent,10.7637,99.31521351,15395322,15501474,0.01,1.03,3820506,FUSCCTNBC015.percent,2721005,2774699,327651
FUSCCTNBC015_TT,FUSCCTNBC015,tumor,FUSCCTNBC015_R2_screen,62213,600,69,60,5,0,5,0,0,36318,730,FUSCCTNBC015_R2,49,54.09609956,135.2383634,39.071178,FUSCCTNBC015.percent_bamqc,55.67408732,210,FUSCCTNBC015.percent,10.7637,99.31521351,15395322,15501474,0.01,1.03,3820506,FUSCCTNBC015.percent,2721005,2774699,327651
FUSCCTNBC016_PT,FUSCCTNBC016,normal,FUSCCTNBC016_PT_R1_screen,78558,93,375,10,1,0,0,0,0,20643,320,FUSCCTNBC016_PT_R1,45,73.53297579,140.8683859,58.185591,FUSCCTNBC016.percent_bamqc,47.92279077,192,FUSCCTNBC016.percent,17.9805,97.90271385,11799892,12052671,0.01,1.09,4805014,FUSCCTNBC016.percent,3207516,4801699,482616
FUSCCTNBC016_PT,FUSCCTNBC016,normal,FUSCCTNBC016_PT_R2_screen,78633,93,373,9,1,0,0,0,0,20391,500,FUSCCTNBC016_PT_R2,45,74.56430073,140.8741982,58.185591,FUSCCTNBC016.percent_bamqc,47.92279077,192,FUSCCTNBC016.percent,17.9805,97.90271385,11799892,12052671,0.01,1.09,4805014,FUSCCTNBC016.percent,3207516,4801699,482616
FUSCCTNBC016_TT,FUSCCTNBC016,tumor,FUSCCTNBC016_R1_screen,75148,38,124,7,1,0,0,0,0,24372,310,FUSCCTNBC016_R1,45,67.79685228,141.324258,50.057383,FUSCCTNBC016_PT.percent_bamqc,47.25002557,192,FUSCCTNBC016_PT.percent,9.825,97.88400571,13387293,13676691,0.02,1.12,5602597,FUSCCTNBC016_PT.percent,3654349,6049803,544568
FUSCCTNBC016_TT,FUSCCTNBC016,tumor,FUSCCTNBC016_R2_screen,75349,39,124,15,1,0,0,0,0,24042,430,FUSCCTNBC016_R2,45,69.34872277,141.3303446,50.057383,FUSCCTNBC016_PT.percent_bamqc,47.25002557,192,FUSCCTNBC016_PT.percent,9.825,97.88400571,13387293,13676691,0.02,1.12,5602597,FUSCCTNBC016_PT.percent,3654349,6049803,544568
FUSCCTNBC017_PT,FUSCCTNBC017,normal,FUSCCTNBC017_PT_R1_screen,71389,824,1440,18,13,0,0,0,0,25736,580,FUSCCTNBC017_PT_R1,46,62.33035181,144.4223691,24.476014,FUSCCTNBC017_PT.percent_bamqc,54.26006815,217,FUSCCTNBC017_PT.percent,4.5051,98.18729339,7702423,7844623,0.02,1,2353793,FUSCCTNBC017_PT.percent,1561859,2242248,208810
FUSCCTNBC017_PT,FUSCCTNBC017,normal,FUSCCTNBC017_PT_R2_screen,71129,853,1444,9,20,0,0,0,0,25755,790,FUSCCTNBC017_PT_R2,47,64.29107291,144.4210623,24.476014,FUSCCTNBC017_PT.percent_bamqc,54.26006815,217,FUSCCTNBC017_PT.percent,4.5051,98.18729339,7702423,7844623,0.02,1,2353793,FUSCCTNBC017_PT.percent,1561859,2242248,208810
FUSCCTNBC017_TT,FUSCCTNBC017,tumor,FUSCCTNBC017_rep_R1_screen,65208,147,31,27,2,0,0,0,0,34005,580,FUSCCTNBC017_rep_R1,48,55.68093768,146.8539828,37.589317,FUSCCTNBC017_rep.percent_bamqc,55.00313508,228,FUSCCTNBC017_rep.percent,7.9568,99.45028873,16183995,16273452,0.02,1.06,3667072,FUSCCTNBC017_rep.percent,2311683,3051384,361461
FUSCCTNBC017_TT,FUSCCTNBC017,tumor,FUSCCTNBC017_rep_R2_screen,64998,141,31,35,5,0,0,0,0,34221,569,FUSCCTNBC017_rep_R2,48,60.34202333,146.8517667,37.589317,FUSCCTNBC017_rep.percent_bamqc,55.00313508,228,FUSCCTNBC017_rep.percent,7.9568,99.45028873,16183995,16273452,0.02,1.06,3667072,FUSCCTNBC017_rep.percent,2311683,3051384,361461
FUSCCTNBC018_TT,FUSCCTNBC018,tumor,FUSCCTNBC018_R1_screen,65964,241,155,11,0,0,0,0,0,33169,460,FUSCCTNBC018_R1,48,51.37574803,136.8760079,37.757554,FUSCCTNBC018.percent_bamqc,53.50662117,222,FUSCCTNBC018.percent,9.9389,98.79629037,11850125,11994504,0.01,1.04,3664805,FUSCCTNBC018.percent,2988756,2681970,280700
FUSCCTNBC018_TT,FUSCCTNBC018,tumor,FUSCCTNBC018_R2_screen,66395,255,156,27,0,0,0,0,0,32348,819,FUSCCTNBC018_R2,49,56.24101133,136.8753649,37.757554,FUSCCTNBC018.percent_bamqc,53.50662117,222,FUSCCTNBC018.percent,9.9389,98.79629037,11850125,11994504,0.01,1.04,3664805,FUSCCTNBC018.percent,2988756,2681970,280700
FUSCCTNBC019_TT,FUSCCTNBC019,tumor,FUSCCTNBC019_R1_screen,66579,254,212,8,1,0,1,0,0,32485,460,FUSCCTNBC019_R1,48,53.02772073,137.7542702,36.430423,FUSCCTNBC019.percent_bamqc,52.91181641,218,FUSCCTNBC019.percent,11.8113,98.70161704,10469168,10606886,0.01,1.03,3537752,FUSCCTNBC019.percent,2453558,3072899,258274
FUSCCTNBC019_TT,FUSCCTNBC019,tumor,FUSCCTNBC019_R2_screen,66958,264,213,28,0,0,0,0,0,31797,740,FUSCCTNBC019_R2,49,57.63437975,137.7549652,36.430423,FUSCCTNBC019.percent_bamqc,52.91181641,218,FUSCCTNBC019.percent,11.8113,98.70161704,10469168,10606886,0.01,1.03,3537752,FUSCCTNBC019.percent,2453558,3072899,258274
FUSCCTNBC021_TT,FUSCCTNBC021,tumor,FUSCCTNBC021_R1_screen,61714,456,258,7,7,0,1,0,0,37067,490,FUSCCTNBC021_R1,49,48.36703918,137.7106968,35.077976,FUSCCTNBC021.percent_bamqc,54.78715524,214,FUSCCTNBC021.percent,9.3033,99.17080493,12128164,12229571,0.01,1.01,3430449,FUSCCTNBC021.percent,2544643,2332076,311626
FUSCCTNBC021_TT,FUSCCTNBC021,tumor,FUSCCTNBC021_R2_screen,62144,451,252,48,6,0,0,0,0,36299,800,FUSCCTNBC021_R2,49,52.4858941,137.7127772,35.077976,FUSCCTNBC021.percent_bamqc,54.78715524,214,FUSCCTNBC021.percent,9.3033,99.17080493,12128164,12229571,0.01,1.01,3430449,FUSCCTNBC021.percent,2544643,2332076,311626
FUSCCTNBC022_TT,FUSCCTNBC022,tumor,FUSCCTNBC022_R1_screen,70388,935,42,24,67,0,4,0,0,27650,890,FUSCCTNBC022_R1,47,48.44370948,138.0978846,33.959952,FUSCCTNBC022.percent_bamqc,54.88456835,202,FUSCCTNBC022.percent,5.6245,99.1133996,12155751,12264488,0.01,1.12,3318003,FUSCCTNBC022.percent,2165232,3060371,277844
FUSCCTNBC022_TT,FUSCCTNBC022,tumor,FUSCCTNBC022_R2_screen,70130,1117,42,57,37,1,4,0,0,27242,1370,FUSCCTNBC022_R2,47,54.77435448,138.1044179,33.959952,FUSCCTNBC022.percent_bamqc,54.88456835,202,FUSCCTNBC022.percent,5.6245,99.1133996,12155751,12264488,0.01,1.12,3318003,FUSCCTNBC022.percent,2165232,3060371,277844
FUSCCTNBC023_PT,FUSCCTNBC023,normal,FUSCCTNBC023_PT_R1_screen,78177,107,403,217,3,0,0,0,0,20413,680,FUSCCTNBC023_PT_R1,45,73.30031592,141.5810876,55.339589,FUSCCTNBC023.percent_bamqc,49.67277543,195,FUSCCTNBC023.percent,23.0822,97.47641203,13337522,13682820,0.01,1.03,5214794,FUSCCTNBC023.percent,3882031,4893525,514511
FUSCCTNBC023_PT,FUSCCTNBC023,normal,FUSCCTNBC023_PT_R2_screen,78222,120,404,206,2,0,0,0,0,20177,869,FUSCCTNBC023_PT_R2,45,74.65611469,141.5862659,55.339589,FUSCCTNBC023.percent_bamqc,49.67277543,195,FUSCCTNBC023.percent,23.0822,97.47641203,13337522,13682820,0.01,1.03,5214794,FUSCCTNBC023.percent,3882031,4893525,514511
FUSCCTNBC023_TT,FUSCCTNBC023,tumor,FUSCCTNBC023_R1_screen,74195,75,375,5,3,0,0,0,0,24938,409,FUSCCTNBC023_R1,47,68.62449676,141.9394862,54.614367,FUSCCTNBC023_PT.percent_bamqc,48.06023663,190,FUSCCTNBC023_PT.percent,10.0246,97.47649177,12851713,13184423,0.01,1.09,5304496,FUSCCTNBC023_PT.percent,3416093,5686021,548923
FUSCCTNBC023_TT,FUSCCTNBC023,tumor,FUSCCTNBC023_R2_screen,74315,69,370,19,2,0,0,0,0,24715,510,FUSCCTNBC023_R2,47,69.46737653,141.9441374,54.614367,FUSCCTNBC023_PT.percent_bamqc,48.06023663,190,FUSCCTNBC023_PT.percent,10.0246,97.47649177,12851713,13184423,0.01,1.09,5304496,FUSCCTNBC023_PT.percent,3416093,5686021,548923
FUSCCTNBC024_TT,FUSCCTNBC024,tumor,FUSCCTNBC024_rep_R1_screen,73599,110,43,20,0,0,0,0,0,25678,550,FUSCCTNBC024_rep_R1,46,61.70936856,147.2618423,39.589343,FUSCCTNBC024_rep.percent_bamqc,52.7838743,230,FUSCCTNBC024_rep.percent,5.3265,99.33473284,13572485,13663383,0.02,1.02,3870239,FUSCCTNBC024_rep.percent,2559438,3765628,292371
FUSCCTNBC024_TT,FUSCCTNBC024,tumor,FUSCCTNBC024_rep_R2_screen,73493,101,43,19,2,0,0,0,0,25822,520,FUSCCTNBC024_rep_R2,46,66.32752286,147.259363,39.589343,FUSCCTNBC024_rep.percent_bamqc,52.7838743,230,FUSCCTNBC024_rep.percent,5.3265,99.33473284,13572485,13663383,0.02,1.02,3870239,FUSCCTNBC024_rep.percent,2559438,3765628,292371
FUSCCTNBC025_TT,FUSCCTNBC025,tumor,FUSCCTNBC025_R1_screen,66614,379,232,14,0,0,0,0,0,32331,430,FUSCCTNBC025_R1,48,50.83428301,136.8228693,39.184107,FUSCCTNBC025.percent_bamqc,54.00146901,216,FUSCCTNBC025.percent,7.1168,99.23393192,12843564,12942714,0.01,1.06,3843355,FUSCCTNBC025.percent,2802758,2904286,391670
FUSCCTNBC025_TT,FUSCCTNBC025,tumor,FUSCCTNBC025_R2_screen,66954,397,235,31,0,0,0,0,0,31623,760,FUSCCTNBC025_R2,49,56.12166472,136.8272821,39.184107,FUSCCTNBC025.percent_bamqc,54.00146901,216,FUSCCTNBC025.percent,7.1168,99.23393192,12843564,12942714,0.01,1.06,3843355,FUSCCTNBC025.percent,2802758,2904286,391670
FUSCCTNBC026_TT,FUSCCTNBC026,tumor,FUSCCTNBC026_R1_screen,65811,387,274,8,1,0,0,0,0,33199,320,FUSCCTNBC026_R1,49,51.96619492,137.6807853,34.788306,FUSCCTNBC026.percent_bamqc,54.25224539,212,FUSCCTNBC026.percent,7.6883,99.24196254,11740608,11830286,0.01,1.09,3409513,FUSCCTNBC026.percent,2299645,2698110,333955
FUSCCTNBC026_TT,FUSCCTNBC026,tumor,FUSCCTNBC026_R2_screen,66017,395,272,30,2,0,0,0,0,32684,600,FUSCCTNBC026_R2,49,56.67935082,137.6836691,34.788306,FUSCCTNBC026.percent_bamqc,54.25224539,212,FUSCCTNBC026.percent,7.6883,99.24196254,11740608,11830286,0.01,1.09,3409513,FUSCCTNBC026.percent,2299645,2698110,333955
FUSCCTNBC027_TT,FUSCCTNBC027,tumor,FUSCCTNBC027_R1_screen,56583,3015,240,38,21,0,1,0,0,38963,1139,FUSCCTNBC027_R1,52,47.43319557,135.043474,30.030151,FUSCCTNBC027.percent_bamqc,60.49667023,201,FUSCCTNBC027.percent,11.9941,98.98128467,14355811,14503561,0.01,0.97,2877862,FUSCCTNBC027.percent,1926551,1988198,230623
FUSCCTNBC027_TT,FUSCCTNBC027,tumor,FUSCCTNBC027_R2_screen,56428,2842,243,49,16,0,2,0,0,39170,1250,FUSCCTNBC027_R2,52,48.93680271,135.0458787,30.030151,FUSCCTNBC027.percent_bamqc,60.49667023,201,FUSCCTNBC027.percent,11.9941,98.98128467,14355811,14503561,0.01,0.97,2877862,FUSCCTNBC027.percent,1926551,1988198,230623
FUSCCTNBC028_TT,FUSCCTNBC028,tumor,FUSCCTNBC028_R1_screen,61873,771,144,17,2,0,0,0,0,36543,650,FUSCCTNBC028_R1,50,51.10616761,137.0232485,35.94428,FUSCCTNBC028.percent_bamqc,56.95347321,209,FUSCCTNBC028.percent,10.6339,99.03477685,13951954,14087934,0.01,0.98,3464100,FUSCCTNBC028.percent,2497302,2468477,287676
FUSCCTNBC028_TT,FUSCCTNBC028,tumor,FUSCCTNBC028_R2_screen,61856,769,145,30,1,0,0,0,0,36419,780,FUSCCTNBC028_R2,50,53.35580681,137.0233914,35.94428,FUSCCTNBC028.percent_bamqc,56.95347321,209,FUSCCTNBC028.percent,10.6339,99.03477685,13951954,14087934,0.01,0.98,3464100,FUSCCTNBC028.percent,2497302,2468477,287676
