sample_id,patient_id,tissue_type,fastqscreen_id,Human,rRNA,ERCC,Mouse,EColi,Virus,Yeast,Vector,Mitoch,Multiple Genomes,No hits,fastqc_id,GC_fastqc,dup_fastqc,avg_sequence_length,total_reads_fastq_M,qualimap_bamqc_id,avg_gc,median_insert_size,qualimap_RNAseq_qc_id,mean_coverage,percentage_aligned,mapped_reads,total_reads_bam,general_error_rate,5_3_bias,reads_aligned,genomic_origin_id,Exonic,Intronic,Intergenic
FUSCCTNBC231_TT,FUSCCTNBC231,tumor,FUSCCTNBC231_R2_screen,63407,560,78,29,1,0,0,0,0,35375,550,FUSCCTNBC231_R2,50,58.94033121,139.3188341,31.789736,FUSCCTNBC231.percent_bamqc,57.14969217,206,FUSCCTNBC231.percent,8.4839,99.40091083,13491126,13572437,0.01,1.03,3071180,FUSCCTNBC231.percent,1994824,2485076,242036
FUSCCTNBC232_TT,FUSCCTNBC232,tumor,FUSCCTNBC232_R1_screen,67509,1217,90,18,36,3,0,0,0,30337,790,FUSCCTNBC232_R1,49,60.87279247,138.314983,30.83374,FUSCCTNBC232.percent_bamqc,56.82902833,205,FUSCCTNBC232.percent,8.2121,99.16042003,12149331,12252198,0.01,1.04,2964853,FUSCCTNBC232.percent,1663753,2826971,270994
FUSCCTNBC232_TT,FUSCCTNBC232,tumor,FUSCCTNBC232_R2_screen,67271,1143,90,31,35,3,0,0,0,30577,850,FUSCCTNBC232_R2,49,64.10009253,138.3172983,30.83374,FUSCCTNBC232.percent_bamqc,56.82902833,205,FUSCCTNBC232.percent,8.2121,99.16042003,12149331,12252198,0.01,1.04,2964853,FUSCCTNBC232.percent,1663753,2826971,270994
FUSCCTNBC233_PT,FUSCCTNBC233,normal,FUSCCTNBC233_PT_R1_screen,77387,160,223,3,0,0,0,0,0,21977,250,FUSCCTNBC233_PT_R1,47,72.64197054,141.1983021,54.008489,FUSCCTNBC233.percent_bamqc,47.9161514,189,FUSCCTNBC233.percent,14.736,97.41860689,10739964,11024551,0.01,1.1,4359313,FUSCCTNBC233.percent,3108864,4421092,406295
FUSCCTNBC233_PT,FUSCCTNBC233,normal,FUSCCTNBC233_PT_R2_screen,77492,145,223,11,0,0,0,0,0,21890,239,FUSCCTNBC233_PT_R2,47,73.69696672,141.199828,54.008489,FUSCCTNBC233.percent_bamqc,47.9161514,189,FUSCCTNBC233.percent,14.736,97.41860689,10739964,11024551,0.01,1.1,4359313,FUSCCTNBC233.percent,3108864,4421092,406295
FUSCCTNBC233_TT,FUSCCTNBC233,tumor,FUSCCTNBC233_R1_screen,77031,167,576,5,6,0,1,0,0,21814,400,FUSCCTNBC233_R1,45,73.22777912,141.2134691,45.579318,FUSCCTNBC233_PT.percent_bamqc,49.29380466,184,FUSCCTNBC233_PT.percent,9.6798,98.26713886,12696644,12920539,0.01,1.04,5210303,FUSCCTNBC233_PT.percent,3203278,5640372,509531
FUSCCTNBC233_TT,FUSCCTNBC233,tumor,FUSCCTNBC233_R2_screen,77020,172,576,6,6,0,1,0,0,21839,380,FUSCCTNBC233_R2,45,74.04055776,141.2151877,45.579318,FUSCCTNBC233_PT.percent_bamqc,49.29380466,184,FUSCCTNBC233_PT.percent,9.6798,98.26713886,12696644,12920539,0.01,1.04,5210303,FUSCCTNBC233_PT.percent,3203278,5640372,509531
FUSCCTNBC234_TT,FUSCCTNBC234,tumor,FUSCCTNBC234_R1_screen,55785,2325,54,26,27,0,0,0,0,40473,1310,FUSCCTNBC234_R1,53,48.81942748,135.1195862,33.847352,FUSCCTNBC234.percent_bamqc,60.69914438,197,FUSCCTNBC234.percent,15.9202,99.39938559,19393007,19510188,0.01,1,3248581,FUSCCTNBC234.percent,1716257,2289045,401646
FUSCCTNBC234_TT,FUSCCTNBC234,tumor,FUSCCTNBC234_R2_screen,55779,2181,54,36,22,0,0,0,0,40498,1430,FUSCCTNBC234_R2,54,51.51883099,135.124017,33.847352,FUSCCTNBC234.percent_bamqc,60.69914438,197,FUSCCTNBC234.percent,15.9202,99.39938559,19393007,19510188,0.01,1,3248581,FUSCCTNBC234.percent,1716257,2289045,401646
FUSCCTNBC236_PT,FUSCCTNBC236,normal,FUSCCTNBC236_PT_R1_screen,72326,1216,459,12,1,0,0,0,1,25576,409,FUSCCTNBC236_PT_R1,47,61.38086255,136.9038757,49.144506,FUSCCTNBC236.percent_bamqc,53.52236025,231,FUSCCTNBC236.percent,8.7632,98.40725594,12590924,12794711,0.01,1.05,3769442,FUSCCTNBC236.percent,2594280,3446087,263902
FUSCCTNBC236_PT,FUSCCTNBC236,normal,FUSCCTNBC236_PT_R2_screen,72113,1065,461,11,2,0,0,0,0,25928,420,FUSCCTNBC236_PT_R2,47,65.79384508,136.9041733,49.144506,FUSCCTNBC236.percent_bamqc,53.52236025,231,FUSCCTNBC236.percent,8.7632,98.40725594,12590924,12794711,0.01,1.05,3769442,FUSCCTNBC236.percent,2594280,3446087,263902
FUSCCTNBC236_TT,FUSCCTNBC236,tumor,FUSCCTNBC236_R1_screen,69352,300,554,16,4,0,0,0,0,29234,540,FUSCCTNBC236_R1,48,56.95470369,140.4609018,39.163016,FUSCCTNBC236_PT.percent_bamqc,54.99750063,220,FUSCCTNBC236_PT.percent,8.5903,99.15669027,18344658,18500676,0.02,0.99,4795106,FUSCCTNBC236_PT.percent,2653024,4866542,463293
FUSCCTNBC236_TT,FUSCCTNBC236,tumor,FUSCCTNBC236_R2_screen,69434,302,555,19,1,0,0,0,0,29199,490,FUSCCTNBC236_R2,48,60.85465672,140.4597874,39.163016,FUSCCTNBC236_PT.percent_bamqc,54.99750063,220,FUSCCTNBC236_PT.percent,8.5903,99.15669027,18344658,18500676,0.02,0.99,4795106,FUSCCTNBC236_PT.percent,2653024,4866542,463293
FUSCCTNBC237_TT,FUSCCTNBC237,tumor,FUSCCTNBC237_R1_screen,68099,246,81,4,0,0,0,0,0,31190,380,FUSCCTNBC237_R1,48,57.4912143,140.0279936,31.461168,FUSCCTNBC237.percent_bamqc,53.50395246,224,FUSCCTNBC237.percent,5.0471,99.11583581,9217182,9299404,0.01,1.04,3035101,FUSCCTNBC237.percent,2388234,2471100,252550
FUSCCTNBC237_TT,FUSCCTNBC237,tumor,FUSCCTNBC237_R2_screen,67870,240,81,7,0,0,0,0,0,31352,450,FUSCCTNBC237_R2,48,61.60834439,140.0321002,31.461168,FUSCCTNBC237.percent_bamqc,53.50395246,224,FUSCCTNBC237.percent,5.0471,99.11583581,9217182,9299404,0.01,1.04,3035101,FUSCCTNBC237.percent,2388234,2471100,252550
FUSCCTNBC238_TT,FUSCCTNBC238,tumor,FUSCCTNBC238_R1_screen,36275,336,30,15,2,0,0,0,0,62972,370,FUSCCTNBC238_R1,51,30.22502992,138.1746968,45.310196,FUSCCTNBC238.percent_bamqc,56.31841995,207,FUSCCTNBC238.percent,33.9149,99.39702694,31021500,31209686,0.01,1.11,4361330,FUSCCTNBC238.percent,2035659,2145745,622634
FUSCCTNBC238_TT,FUSCCTNBC238,tumor,FUSCCTNBC238_R2_screen,36251,341,28,16,2,0,0,0,0,62842,520,FUSCCTNBC238_R2,51,33.3626459,138.1734399,45.310196,FUSCCTNBC238.percent_bamqc,56.31841995,207,FUSCCTNBC238.percent,33.9149,99.39702694,31021500,31209686,0.01,1.11,4361330,FUSCCTNBC238.percent,2035659,2145745,622634
FUSCCTNBC239_TT,FUSCCTNBC239,tumor,FUSCCTNBC239_R1_screen,42849,327,36,10,0,0,0,0,0,56438,340,FUSCCTNBC239_R1,50,35.06492883,141.766314,38.581762,FUSCCTNBC239.percent_bamqc,56.15196391,211,FUSCCTNBC239.percent,21.3482,99.41045787,23431200,23570156,0.01,1.1,3710472,FUSCCTNBC239.percent,1970556,1965959,495901
FUSCCTNBC239_TT,FUSCCTNBC239,tumor,FUSCCTNBC239_R2_screen,43001,346,35,20,0,0,0,0,0,56119,479,FUSCCTNBC239_R2,50,38.04530903,141.7669151,38.581762,FUSCCTNBC239.percent_bamqc,56.15196391,211,FUSCCTNBC239.percent,21.3482,99.41045787,23431200,23570156,0.01,1.1,3710472,FUSCCTNBC239.percent,1970556,1965959,495901
FUSCCTNBC240_TT,FUSCCTNBC240,tumor,FUSCCTNBC240_R1_screen,36891,417,36,16,1,0,0,0,0,62209,430,FUSCCTNBC240_R1,51,31.62942806,140.0406533,35.050698,FUSCCTNBC240.percent_bamqc,56.94288418,210,FUSCCTNBC240.percent,22.9726,99.44905304,23567182,23697744,0.01,1.09,3379661,FUSCCTNBC240.percent,1712599,1619958,469250
FUSCCTNBC240_TT,FUSCCTNBC240,tumor,FUSCCTNBC240_R2_screen,37075,438,36,31,1,0,0,0,0,61799,620,FUSCCTNBC240_R2,52,34.36002504,140.0382526,35.050698,FUSCCTNBC240.percent_bamqc,56.94288418,210,FUSCCTNBC240.percent,22.9726,99.44905304,23567182,23697744,0.01,1.09,3379661,FUSCCTNBC240.percent,1712599,1619958,469250
FUSCCTNBC241_TT,FUSCCTNBC241,tumor,FUSCCTNBC241_R1_screen,40333,527,25,25,2,0,0,0,0,58528,560,FUSCCTNBC241_R1,51,33.39849328,135.2900807,43.375559,FUSCCTNBC241.percent_bamqc,57.17007085,208,FUSCCTNBC241.percent,31.8418,99.3410376,28957379,29149463,0.01,1.04,4147576,FUSCCTNBC241.percent,1943093,2233527,585713
FUSCCTNBC241_TT,FUSCCTNBC241,tumor,FUSCCTNBC241_R2_screen,40344,545,25,25,2,0,0,0,0,58269,790,FUSCCTNBC241_R2,52,36.32239263,135.2883628,43.375559,FUSCCTNBC241.percent_bamqc,57.17007085,208,FUSCCTNBC241.percent,31.8418,99.3410376,28957379,29149463,0.01,1.04,4147576,FUSCCTNBC241.percent,1943093,2233527,585713
FUSCCTNBC242_PT,FUSCCTNBC242,normal,FUSCCTNBC242_PT_R1_screen,76862,261,407,7,7,0,0,0,0,21946,510,FUSCCTNBC242_PT_R1,46,73.8333433,139.7776398,52.016607,FUSCCTNBC242.percent_bamqc,51.67193313,183,FUSCCTNBC242.percent,25.117,97.48439303,12009582,12319492,0,1.06,4616870,FUSCCTNBC242.percent,3209119,4620292,397138
FUSCCTNBC242_PT,FUSCCTNBC242,normal,FUSCCTNBC242_PT_R2_screen,76909,241,403,4,10,0,0,0,0,21964,469,FUSCCTNBC242_PT_R2,46,74.6986047,139.7796394,52.016607,FUSCCTNBC242.percent_bamqc,51.67193313,183,FUSCCTNBC242.percent,25.117,97.48439303,12009582,12319492,0,1.06,4616870,FUSCCTNBC242.percent,3209119,4620292,397138
FUSCCTNBC242_TT,FUSCCTNBC242,tumor,FUSCCTNBC242_R1_screen,74442,337,439,10,4,0,0,0,0,24238,530,FUSCCTNBC242_R1,48,71.35419136,138.9756063,48.513241,FUSCCTNBC242_PT.percent_bamqc,49.74731623,186,FUSCCTNBC242_PT.percent,9.2304,98.00876395,12667620,12924987,0.01,1.03,5006746,FUSCCTNBC242_PT.percent,3175474,5381796,483889
FUSCCTNBC242_TT,FUSCCTNBC242,tumor,FUSCCTNBC242_R2_screen,74509,334,439,6,5,0,0,0,0,24187,520,FUSCCTNBC242_R2,48,72.49748209,138.9778011,48.513241,FUSCCTNBC242_PT.percent_bamqc,49.74731623,186,FUSCCTNBC242_PT.percent,9.2304,98.00876395,12667620,12924987,0.01,1.03,5006746,FUSCCTNBC242_PT.percent,3175474,5381796,483889
FUSCCTNBC243_TT,FUSCCTNBC243,tumor,FUSCCTNBC243_R1_screen,42268,350,36,18,5,0,3,0,0,56880,440,FUSCCTNBC243_R1,51,35.39833822,140.1671021,39.795748,FUSCCTNBC243.percent_bamqc,56.45308764,210,FUSCCTNBC243.percent,23.8873,99.33068338,24275828,24439405,0.01,1.09,3823048,FUSCCTNBC243.percent,1976753,2219635,495391
FUSCCTNBC243_TT,FUSCCTNBC243,tumor,FUSCCTNBC243_R2_screen,42442,380,36,35,4,0,2,0,0,56451,650,FUSCCTNBC243_R2,51,39.25801715,140.1669024,39.795748,FUSCCTNBC243.percent_bamqc,56.45308764,210,FUSCCTNBC243.percent,23.8873,99.33068338,24275828,24439405,0.01,1.09,3823048,FUSCCTNBC243.percent,1976753,2219635,495391
FUSCCTNBC245_TT,FUSCCTNBC245,tumor,FUSCCTNBC245_R1_screen,44140,354,28,15,1,0,0,0,0,54932,530,FUSCCTNBC245_R1,50,36.84911398,138.2306341,34.669675,FUSCCTNBC245.percent_bamqc,55.99540303,211,FUSCCTNBC245.percent,20.0835,99.4212959,21934550,22062225,0.01,1.11,3334009,FUSCCTNBC245.percent,1588590,1915307,515248
FUSCCTNBC245_TT,FUSCCTNBC245,tumor,FUSCCTNBC245_R2_screen,44180,352,27,20,1,0,0,0,0,54770,650,FUSCCTNBC245_R2,50,40.26746376,138.2304397,34.669675,FUSCCTNBC245.percent_bamqc,55.99540303,211,FUSCCTNBC245.percent,20.0835,99.4212959,21934550,22062225,0.01,1.11,3334009,FUSCCTNBC245.percent,1588590,1915307,515248
FUSCCTNBC246_PT,FUSCCTNBC246,normal,FUSCCTNBC246_PT_R1_screen,71104,1994,680,22,6,0,0,0,0,25614,580,FUSCCTNBC246_PT_R1,48,63.15288032,136.2694506,35.205638,FUSCCTNBC246.percent_bamqc,54.24251855,228,FUSCCTNBC246.percent,5.1164,99.04723673,8847854,8932964,0.01,1.03,2488905,FUSCCTNBC246.percent,1606352,2196463,253388
FUSCCTNBC246_PT,FUSCCTNBC246,normal,FUSCCTNBC246_PT_R2_screen,70944,1942,682,20,9,0,0,0,0,25793,610,FUSCCTNBC246_PT_R2,48,66.66604333,136.2746796,35.205638,FUSCCTNBC246.percent_bamqc,54.24251855,228,FUSCCTNBC246.percent,5.1164,99.04723673,8847854,8932964,0.01,1.03,2488905,FUSCCTNBC246.percent,1606352,2196463,253388
FUSCCTNBC246_TT,FUSCCTNBC246,tumor,FUSCCTNBC246_R1_screen,69580,458,610,16,0,0,1,0,0,28885,450,FUSCCTNBC246_R1,47,59.66440394,139.2443631,25.499349,FUSCCTNBC246_PT.percent_bamqc,56.69280565,217,FUSCCTNBC246_PT.percent,7.8553,98.91820602,12873520,13014308,0.01,1.06,3423523,FUSCCTNBC246_PT.percent,1873598,3434576,396537
FUSCCTNBC246_TT,FUSCCTNBC246,tumor,FUSCCTNBC246_R2_screen,69377,446,610,15,0,0,0,0,0,29083,469,FUSCCTNBC246_R2,48,63.30198008,139.2431106,25.499349,FUSCCTNBC246_PT.percent_bamqc,56.69280565,217,FUSCCTNBC246_PT.percent,7.8553,98.91820602,12873520,13014308,0.01,1.06,3423523,FUSCCTNBC246_PT.percent,1873598,3434576,396537
FUSCCTNBC247_TT,FUSCCTNBC247,tumor,FUSCCTNBC247_rep_R1_screen,63060,214,108,18,2,0,0,0,0,36189,409,FUSCCTNBC247_rep_R1,48,54.51595639,146.29698,41.773207,FUSCCTNBC247_rep.percent_bamqc,54.65509424,225,FUSCCTNBC247_rep.percent,11.2879,99.32413237,18571372,18697744,0.01,1.02,4069776,FUSCCTNBC247_rep.percent,2555891,3350622,391335
FUSCCTNBC247_TT,FUSCCTNBC247,tumor,FUSCCTNBC247_rep_R2_screen,62947,231,112,18,2,45,0,0,0,36236,409,FUSCCTNBC247_rep_R2,48,59.07807684,146.2915151,41.773207,FUSCCTNBC247_rep.percent_bamqc,54.65509424,225,FUSCCTNBC247_rep.percent,11.2879,99.32413237,18571372,18697744,0.01,1.02,4069776,FUSCCTNBC247_rep.percent,2555891,3350622,391335
FUSCCTNBC248_TT,FUSCCTNBC248,tumor,FUSCCTNBC248_rep_R1_screen,71425,88,68,13,1,0,0,0,0,28085,320,FUSCCTNBC248_rep_R1,47,60.07924891,147.4041489,34.322896,FUSCCTNBC248_rep.percent_bamqc,53.06917462,230,FUSCCTNBC248_rep.percent,5.5095,99.20330655,12327734,12426737,0.02,1.08,3340812,FUSCCTNBC248_rep.percent,2357692,2985913,296837
FUSCCTNBC248_TT,FUSCCTNBC248,tumor,FUSCCTNBC248_rep_R2_screen,71441,85,67,14,0,26,0,0,0,27987,380,FUSCCTNBC248_rep_R2,47,65.9414627,147.3999912,34.322896,FUSCCTNBC248_rep.percent_bamqc,53.06917462,230,FUSCCTNBC248_rep.percent,5.5095,99.20330655,12327734,12426737,0.02,1.08,3340812,FUSCCTNBC248_rep.percent,2357692,2985913,296837
FUSCCTNBC249_PT,FUSCCTNBC249,normal,FUSCCTNBC249_PT_R1_screen,62933,5053,182,36,8,1,3,0,0,25434,6350,FUSCCTNBC249_PT_R1,58,55.86323711,130.1172057,51.686666,FUSCCTNBC249.percent_bamqc,49.88351048,190,FUSCCTNBC249.percent,21.4711,97.76795207,11421084,11681828,0.01,1.03,4460431,FUSCCTNBC249.percent,3329405,4191565,362919
FUSCCTNBC249_PT,FUSCCTNBC249,normal,FUSCCTNBC249_PT_R2_screen,62918,4917,181,35,8,1,1,0,0,25579,6360,FUSCCTNBC249_PT_R2,58,56.77631776,130.1185846,51.686666,FUSCCTNBC249.percent_bamqc,49.88351048,190,FUSCCTNBC249.percent,21.4711,97.76795207,11421084,11681828,0.01,1.03,4460431,FUSCCTNBC249.percent,3329405,4191565,362919
FUSCCTNBC249_TT,FUSCCTNBC249,tumor,FUSCCTNBC249_R1_screen,74668,156,364,9,2,0,0,0,0,24351,450,FUSCCTNBC249_R1,47,70.39170611,141.2755659,46.487367,FUSCCTNBC249_PT.percent_bamqc,70.11612038,174,FUSCCTNBC249_PT.percent,44.424,98.19118069,23871526,24311273,0,1.13,4866355,FUSCCTNBC249_PT.percent,2619924,4059172,475063
FUSCCTNBC249_TT,FUSCCTNBC249,tumor,FUSCCTNBC249_R2_screen,74712,140,364,10,3,0,0,0,0,24371,400,FUSCCTNBC249_R2,47,71.30046432,141.2770421,46.487367,FUSCCTNBC249_PT.percent_bamqc,70.11612038,174,FUSCCTNBC249_PT.percent,44.424,98.19118069,23871526,24311273,0,1.13,4866355,FUSCCTNBC249_PT.percent,2619924,4059172,475063
FUSCCTNBC250_TT,FUSCCTNBC250,tumor,FUSCCTNBC250_R1_screen,62241,2735,11,41,10,0,2,0,0,33791,1169,FUSCCTNBC250_R1,54,44.41230557,136.0438451,37.684004,FUSCCTNBC250.percent_bamqc,64.14629425,204,FUSCCTNBC250.percent,8.3805,99.36377683,17713658,17827078,0.01,1.03,3680693,FUSCCTNBC250.percent,2542490,2715504,371226
FUSCCTNBC250_TT,FUSCCTNBC250,tumor,FUSCCTNBC250_R2_screen,61942,3381,11,42,5,0,2,0,0,33237,1380,FUSCCTNBC250_R2,54,47.19433503,136.0510109,37.684004,FUSCCTNBC250.percent_bamqc,64.14629425,204,FUSCCTNBC250.percent,8.3805,99.36377683,17713658,17827078,0.01,1.03,3680693,FUSCCTNBC250.percent,2542490,2715504,371226
FUSCCTNBC251_TT,FUSCCTNBC251,tumor,FUSCCTNBC251_R1_screen,71739,1161,65,43,4,0,0,0,0,26368,620,FUSCCTNBC251_R1,49,51.9341739,137.4550836,32.30002,FUSCCTNBC251.percent_bamqc,57.5308817,206,FUSCCTNBC251.percent,5.141,99.19893058,10739304,10826028,0.02,1.08,3164169,FUSCCTNBC251.percent,2318863,2784334,300317
FUSCCTNBC251_TT,FUSCCTNBC251,tumor,FUSCCTNBC251_R2_screen,71652,1459,65,54,6,0,0,0,0,25974,790,FUSCCTNBC251_R2,49,58.24972466,137.460972,32.30002,FUSCCTNBC251.percent_bamqc,57.5308817,206,FUSCCTNBC251.percent,5.141,99.19893058,10739304,10826028,0.02,1.08,3164169,FUSCCTNBC251.percent,2318863,2784334,300317
FUSCCTNBC252_TT,FUSCCTNBC252,tumor,FUSCCTNBC252_rep_R1_screen,69513,223,55,22,16,0,0,0,0,29101,1070,FUSCCTNBC252_rep_R1,48,54.93434068,147.0974003,44.306076,FUSCCTNBC252_rep.percent_bamqc,55.35150947,220,FUSCCTNBC252_rep.percent,7.6502,99.2041487,17724213,17866403,0.01,1.06,4297361,FUSCCTNBC252_rep.percent,3067867,3570699,443962
FUSCCTNBC252_TT,FUSCCTNBC252,tumor,FUSCCTNBC252_rep_R2_screen,69245,244,55,12,6,39,0,0,0,29169,1230,FUSCCTNBC252_rep_R2,48,60.81078248,147.093373,44.306076,FUSCCTNBC252_rep.percent_bamqc,55.35150947,220,FUSCCTNBC252_rep.percent,7.6502,99.2041487,17724213,17866403,0.01,1.06,4297361,FUSCCTNBC252_rep.percent,3067867,3570699,443962
FUSCCTNBC255_PT,FUSCCTNBC255,normal,FUSCCTNBC255_PT_rep_R1_screen,66988,269,64,14,0,0,0,0,0,32375,290,FUSCCTNBC255_PT_rep_R1,48,51.81290348,140.0098035,37.018056,FUSCCTNBC255.percent_bamqc,60.56241676,179,FUSCCTNBC255.percent,54.0366,97.865174,17510263,17892231,0,1.01,5097988,FUSCCTNBC255.percent,3808123,4179057,361627
FUSCCTNBC255_PT,FUSCCTNBC255,normal,FUSCCTNBC255_PT_rep_R2_screen,66842,250,63,20,0,0,0,0,0,32405,420,FUSCCTNBC255_PT_rep_R2,48,57.49890017,140.0101022,37.018056,FUSCCTNBC255.percent_bamqc,60.56241676,179,FUSCCTNBC255.percent,54.0366,97.865174,17510263,17892231,0,1.01,5097988,FUSCCTNBC255.percent,3808123,4179057,361627
FUSCCTNBC255_TT,FUSCCTNBC255,tumor,FUSCCTNBC255_R1_screen,66875,1498,252,12,0,0,0,0,0,28723,2640,FUSCCTNBC255_R1,52,59.14457177,134.9541693,53.705456,FUSCCTNBC255_PT_rep.percent_bamqc,54.55293134,215,FUSCCTNBC255_PT_rep.percent,8.5687,99.30045856,13435926,13530578,0.01,1.03,3619180,FUSCCTNBC255_PT_rep.percent,2614928,2908833,266378
FUSCCTNBC255_TT,FUSCCTNBC255,tumor,FUSCCTNBC255_R2_screen,66842,1441,253,18,0,0,0,0,0,28746,2700,FUSCCTNBC255_R2,52,59.89170763,134.9567718,53.705456,FUSCCTNBC255_PT_rep.percent_bamqc,54.55293134,215,FUSCCTNBC255_PT_rep.percent,8.5687,99.30045856,13435926,13530578,0.01,1.03,3619180,FUSCCTNBC255_PT_rep.percent,2614928,2908833,266378
FUSCCTNBC256_TT,FUSCCTNBC256,tumor,FUSCCTNBC256_R1_screen,74817,156,37,3,0,0,0,0,0,24737,250,FUSCCTNBC256_R1,46,65.22666117,138.7483574,18.845938,FUSCCTNBC256.percent_bamqc,50.50219574,222,FUSCCTNBC256.percent,2.2358,98.90579986,5110976,5167519,0.03,1.05,1830721,FUSCCTNBC256.percent,1448880,1585680,164038
FUSCCTNBC256_TT,FUSCCTNBC256,tumor,FUSCCTNBC256_R2_screen,74752,156,37,18,0,5,0,0,0,24612,420,FUSCCTNBC256_R2,46,72.58694851,138.7542807,18.845938,FUSCCTNBC256.percent_bamqc,50.50219574,222,FUSCCTNBC256.percent,2.2358,98.90579986,5110976,5167519,0.03,1.05,1830721,FUSCCTNBC256.percent,1448880,1585680,164038
FUSCCTNBC257_PT,FUSCCTNBC257,normal,FUSCCTNBC257_PT_R1_screen,75489,230,407,4,3,0,1,0,0,23546,320,FUSCCTNBC257_PT_R1,47,70.78934229,139.1611613,61.06857,FUSCCTNBC257.percent_bamqc,56.96381849,180,FUSCCTNBC257.percent,26.6719,97.33852218,14255467,14645247,0.01,1.09,4697282,FUSCCTNBC257.percent,3230128,4332106,407691
FUSCCTNBC257_PT,FUSCCTNBC257,normal,FUSCCTNBC257_PT_R2_screen,75610,218,407,4,1,0,0,0,0,23450,310,FUSCCTNBC257_PT_R2,47,71.94537186,139.163569,61.06857,FUSCCTNBC257.percent_bamqc,56.96381849,180,FUSCCTNBC257.percent,26.6719,97.33852218,14255467,14645247,0.01,1.09,4697282,FUSCCTNBC257.percent,3230128,4332106,407691
FUSCCTNBC257_TT,FUSCCTNBC257,tumor,FUSCCTNBC257_R1_screen,71032,868,261,95,26,0,3,0,0,26035,1680,FUSCCTNBC257_R1,50,66.00949032,137.3985778,49.505507,FUSCCTNBC257_PT.percent_bamqc,50.36408698,184,FUSCCTNBC257_PT.percent,16.0878,97.83016107,14753658,15080889,0.01,1.06,5844286,FUSCCTNBC257_PT.percent,3715131,6151036,557813
FUSCCTNBC257_TT,FUSCCTNBC257,tumor,FUSCCTNBC257_R2_screen,71028,836,262,94,24,0,4,0,0,26102,1650,FUSCCTNBC257_R2,50,66.63794625,137.4006781,49.505507,FUSCCTNBC257_PT.percent_bamqc,50.36408698,184,FUSCCTNBC257_PT.percent,16.0878,97.83016107,14753658,15080889,0.01,1.06,5844286,FUSCCTNBC257_PT.percent,3715131,6151036,557813
FUSCCTNBC258_TT,FUSCCTNBC258,tumor,FUSCCTNBC258_R1_screen,76604,501,36,9,7,1,0,0,0,22042,800,FUSCCTNBC258_R1,46,64.91750728,136.84414,26.076021,FUSCCTNBC258.percent_bamqc,53.3672599,208,FUSCCTNBC258.percent,3.1789,98.97906129,8281002,8366418,0.03,1.06,2532937,FUSCCTNBC258.percent,1672426,2393737,320086
FUSCCTNBC258_TT,FUSCCTNBC258,tumor,FUSCCTNBC258_R2_screen,76559,468,36,32,6,8,0,0,0,21881,1010,FUSCCTNBC258_R2,47,72.50256165,136.8516967,26.076021,FUSCCTNBC258.percent_bamqc,53.3672599,208,FUSCCTNBC258.percent,3.1789,98.97906129,8281002,8366418,0.03,1.06,2532937,FUSCCTNBC258.percent,1672426,2393737,320086
FUSCCTNBC260_TT,FUSCCTNBC260,tumor,FUSCCTNBC260_R1_screen,79182,47,381,12,5,0,0,0,0,20123,250,FUSCCTNBC260_R1,43,60.92539017,147.0735073,38.11165,FUSCCTNBC260.percent_bamqc,47.07295007,235,FUSCCTNBC260.percent,2.9989,97.98207056,9352905,9545527,0.03,1.05,3596071,FUSCCTNBC260.percent,2257427,4072007,400593
FUSCCTNBC260_TT,FUSCCTNBC260,tumor,FUSCCTNBC260_R2_screen,79158,43,384,13,6,0,0,0,0,20126,270,FUSCCTNBC260_R2,43,67.46586213,147.0737901,38.11165,FUSCCTNBC260.percent_bamqc,47.07295007,235,FUSCCTNBC260.percent,2.9989,97.98207056,9352905,9545527,0.03,1.05,3596071,FUSCCTNBC260.percent,2257427,4072007,400593
FUSCCTNBC261_TT,FUSCCTNBC261,tumor,FUSCCTNBC261_R1_screen,68649,670,42,17,4,0,0,0,0,30178,440,FUSCCTNBC261_R1,48,59.65436458,136.4174252,23.783633,FUSCCTNBC261.percent_bamqc,54.87782084,208,FUSCCTNBC261.percent,4.5336,99.09079442,8649357,8728719,0.02,1.04,2305389,FUSCCTNBC261.percent,1600079,1931649,187871
FUSCCTNBC261_TT,FUSCCTNBC261,tumor,FUSCCTNBC261_R2_screen,68811,608,41,38,5,8,0,0,0,29889,600,FUSCCTNBC261_R2,48,66.39958959,136.4240324,23.783633,FUSCCTNBC261.percent_bamqc,54.87782084,208,FUSCCTNBC261.percent,4.5336,99.09079442,8649357,8728719,0.02,1.04,2305389,FUSCCTNBC261.percent,1600079,1931649,187871
FUSCCTNBC262_TT,FUSCCTNBC262,tumor,FUSCCTNBC262_R1_screen,70298,453,75,9,0,0,0,0,0,28705,460,FUSCCTNBC262_R1,47,58.44135256,137.4561749,30.931993,FUSCCTNBC262.percent_bamqc,53.14673927,209,FUSCCTNBC262.percent,6.4099,99.06140343,9938578,10032745,0.02,1.05,3008178,FUSCCTNBC262.percent,2013550,2610828,347089
FUSCCTNBC262_TT,FUSCCTNBC262,tumor,FUSCCTNBC262_R2_screen,70137,404,75,32,0,5,0,0,0,28727,620,FUSCCTNBC262_R2,47,64.5115544,137.4607049,30.931993,FUSCCTNBC262.percent_bamqc,53.14673927,209,FUSCCTNBC262.percent,6.4099,99.06140343,9938578,10032745,0.02,1.05,3008178,FUSCCTNBC262.percent,2013550,2610828,347089
