Results File Name,MAPD,ndSNPQC,ndWavinessSD,CelPairCheckStatus,Low Diploid Flag,% Aberr. Cells,TuScan Ploidy,Q3 Raw Intensity_AT,Q3 Raw Intensity_GC,AGR_AT
FUSCCTNBC389_.OSCHP,0.271067,39.595369,0.126061,Pass,No,35,2,2801,2897,0.0139236
FUSCCTNBC390_.OSCHP,0.279044,34.634122,0.127101,Pass,No,NA,NA,2721,2934,0.0176406
FUSCCTNBC391_.OSCHP,0.261749,38.195013,0.11443,Pass,No,NA,NA,2859,2908,0.0171389
FUSCCTNBC392_.OSCHP,0.267598,38.094384,0.131309,Pass,No,35,3,2853,2785,0.0168244
FUSCCTNBC393_.OSCHP,0.295081,36.147097,0.128041,Pass,No,75,3,2769,2497,0.0176959
FUSCCTNBC394_.OSCHP,0.215071,37.217012,0.094225,Pass,No,NA,NA,2572,3161,0.0182737
FUSCCTNBC395_.OSCHP,0.248207,39.447489,0.0930006,Pass,No,homogeneous,2,2780,2791,0.0176259
FUSCCTNBC397_.OSCHP,0.266522,16.980654,0.14765,Pass,No,NA,NA,2792,327,0.0175501
FUSCCTNBC398_.OSCHP,0.290951,37.411948,0.109176,Pass,No,60,3,2796,2909,0.0171674
FUSCCTNBC399_.OSCHP,0.268062,31.718399,0.146944,Pass,No,homogeneous,2,2740,2871,0.0178832
FUSCCTNBC400_.OSCHP,0.280229,35.691737,0.143826,Pass,No,50,3,2881,3363,0.0173551
FUSCCTNBC401_.OSCHP,0.237899,36.911681,0.137628,Pass,No,homogeneous,2,2087,2170,0.0196454
FUSCCTNBC402_.OSCHP,0.288088,29.41324,0.167924,Pass,No,homogeneous,2,2238,2409,0.0214477
FUSCCTNBC403_.OSCHP,0.251742,33.514927,0.126912,Pass,No,NA,NA,2159,2260,0.0217693
FUSCCTNBC404_.OSCHP,0.228067,38.322904,0.115169,Pass,No,homogeneous,2,2193,2080,0.0214318
FUSCCTNBC405_.OSCHP,0.249685,37.759169,0.126588,Pass,No,55,2,2445,2296,0.0200409
FUSCCTNBC406_.OSCHP,0.217655,36.807419,0.129335,Pass,No,50,1,2516,2280,0.0194754
FUSCCTNBC407_.OSCHP,0.235512,38.635342,0.122652,Pass,No,NA,NA,2195,2519,0.0209567
FUSCCTNBC412_.OSCHP,0.23525,34.51349,0.114269,Pass,No,65,2,1869,1911,0.0272873
FUSCCTNBC413_.OSCHP,0.190509,43.598681,0.0674947,Pass,No,55,2,2603,2515,0.0195928
FUSCCTNBC414_.OSCHP,0.283794,29.284968,0.240398,Pass,No,homogeneous,2,2046,2159,0.0224829
FUSCCTNBC415_.OSCHP,0.233756,41.047476,0.100891,Pass,No,NA,NA,2544,2055,0.0196541
FUSCCTNBC416_.OSCHP,0.23759,41.082626,0.0905705,Pass,No,40,2,2390,2181,0.0196653
FUSCCTNBC418_.OSCHP,0.272771,34.431178,0.12603,Pass,No,30,3,3389,3011,0.0126881
FUSCCTNBC420_.OSCHP,0.283287,30.144006,0.160891,Pass,No,NA,NA,2857,3202,0.0178509
FUSCCTNBC421_.OSCHP,0.269727,34.136162,0.119086,Pass,No,homogeneous,3,2530,2866,0.0185771
FUSCCTNBC422_.OSCHP,0.279707,34.451889,0.150128,Pass,No,NA,NA,3748,2821,0.0144077
FUSCCTNBC423_.OSCHP,0.277669,36.607596,0.131175,Pass,No,60,3,2313,2903,0.0198876
FUSCCTNBC424_.OSCHP,0.27176,37.093065,0.101252,Pass,No,50,2,3452,4119,0.0130359
FUSCCTNBC425_.OSCHP,0.253474,40.243188,0.113461,Pass,No,NA,NA,3545,2857,0.0149506
FUSCCTNBC426_.OSCHP,0.27866,34.590527,0.131711,Pass,No,80,2,2814,2946,0.0159915
FUSCCTNBC427_.OSCHP,0.272452,38.495354,0.123776,Pass,No,50,2,3213,2684,0.0152505
FUSCCTNBC428_.OSCHP,0.277728,37.604708,0.106673,Pass,No,NA,NA,3104,2861,0.0157861
FUSCCTNBC429_.OSCHP,0.275109,37.266543,0.117782,Pass,No,homogeneous,2,3146,3313,0.0133503
FUSCCTNBC430_.OSCHP,0.265442,36.137473,0.10626,Pass,No,20,2,3142,2994,0.01655
FUSCCTNBC431_.OSCHP,0.278829,31.446482,0.132802,Pass,No,NA,NA,3017,2785,0.0162413
FUSCCTNBC432_.OSCHP,0.249428,35.450214,0.1048,Pass,No,homogeneous,2,2659,2936,0.0161715
FUSCCTNBC434_.OSCHP,0.251347,35.333069,0.113487,Pass,No,50,2,2643,2610,0.0196746
FUSCCTNBC435_.OSCHP,0.28007,34.605185,0.136777,Pass,No,40,3,2547,3066,0.0204162
FUSCCTNBC436_.OSCHP,0.2616,32.312403,0.0995229,Pass,No,NA,NA,2492,3049,0.0216693
FUSCCTNBC437_.OSCHP,0.258501,35.631771,0.110025,Pass,No,NA,NA,2536,2215,0.0201104
FUSCCTNBC438_.OSCHP,0.256686,28.445818,0.212937,Pass,No,70,3,2646,2369,0.0192744
FUSCCTNBC440_.OSCHP,0.259791,31.685961,0.147248,Pass,No,NA,NA,2715,2317,0.0173112
FUSCCTNBC441_.OSCHP,0.261863,32.830127,0.14357,Pass,No,50,2,2520,2440,0.0206349
FUSCCTNBC442_.OSCHP,0.248461,39.25118,0.10979,Pass,No,NA,NA,2487,2152,0.0201045
FUSCCTNBC443_.OSCHP,0.256652,34.981343,0.149367,Pass,No,55,2,2407,2220,0.0211882
FUSCCTNBC444_.OSCHP,0.239781,35.58182,0.0882842,Pass,No,NA,NA,2083,2286,0.0230437
FUSCCTNBC445_.OSCHP,0.284679,32.837376,0.0971053,Pass,No,70,2,3358,3359,0.0128052
FUSCCTNBC446_.OSCHP,0.286369,35.944947,0.131236,Pass,No,homogeneous,2,3097,3273,0.0161447
FUSCCTNBC447_.OSCHP,0.281998,33.199001,0.136909,Pass,No,homogeneous,2,3312,3407,0.0126812
FUSCCTNBC448_.OSCHP,0.205388,40.498792,0.0875941,Pass,No,60,2,2726,2514,0.0190756
FUSCCTNBC449_.OSCHP,0.224052,40.519302,0.10983,Pass,No,NA,NA,2353,2155,0.0225244
FUSCCTNBC451_.OSCHP,0.27762,40.738065,0.0717932,Pass,No,homogeneous,2,3789,4675,0.0118765
FUSCCTNBC452_.OSCHP,0.296282,34.330679,0.15722,Pass,No,35,3,3948,3429,0.0131712
FUSCCTNBC453_.OSCHP,0.308368,39.917113,0.129517,Pass,No,50,2,3546,3367,0.0143824
FUSCCTNBC454_.OSCHP,0.324422,33.929942,0.163383,Pass,No,45,2,3630,3655,0.014876
FUSCCTNBC456_.OSCHP,0.23598,40.616179,0.0733761,Pass,No,homogeneous,2,3263,2544,0.0131781
FUSCCTNBC457_.OSCHP,0.214155,39.513725,0.097678,Pass,No,NA,NA,2549,2697,0.0188309
FUSCCTNBC458_.OSCHP,0.230091,40.137429,0.109879,Pass,No,NA,NA,2409,2779,0.0211706
FUSCCTNBC461_.OSCHP,0.249534,36.306437,0.135874,Pass,No,homogeneous,2,2243,2539,0.0213999
FUSCCTNBC464_.OSCHP,0.283845,35.372522,0.08966,Pass,No,35,2,3593,3770,0.0144726
FUSCCTNBC465_.OSCHP,0.308706,32.596335,0.10148,Pass,No,homogeneous,2,3324,3434,0.0156438
FUSCCTNBC467_.OSCHP,0.307504,36.358129,0.134793,Pass,No,75,2,3281,3471,0.0149345
FUSCCTNBC471_.OSCHP,0.267148,37.676981,0.110443,Pass,No,NA,NA,3056,3545,0.0166885
